team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Giants,Marshall,Newhouse,RT,73,70,69,79,88,57,76,19,40,29,21,21,32,71,72,22,48,10,91,75,82,29,18,10,10,10,10,74,83,77,79,83,10,10,22,35,18,10,9,12,10,10,12,10,12,6,6,6,6,6,76,328,27
Broncos,Jordan,Norwood,WR,11,70,82,87,45,93,77,82,78,38,35,18,15,42,32,24,79,76,87,85,55,30,87,78,40,87,88,35,30,30,25,25,20,20,37,29,20,11,22,79,74,77,15,10,58,15,15,15,15,15,71,180,29
Vikings,Cordarrelle,Patterson,WR,84,70,92,91,65,97,69,72,75,66,53,20,20,42,47,39,93,95,94,90,77,62,95,96,54,92,97,47,45,45,44,42,10,10,39,35,25,20,25,80,65,61,12,15,73,53,47,37,24,55,74,220,25
49ers,Quinton,Patton,WR,11,70,87,90,44,88,63,77,73,33,35,66,56,51,45,30,84,77,90,88,73,43,85,80,70,75,87,64,57,54,39,45,10,10,31,35,16,14,35,83,79,79,15,15,69,15,10,6,6,10,72,204,26
Redskins,Logan,Paulsen,TE,82,70,72,79,76,71,75,68,68,25,22,29,19,78,66,39,67,10,89,87,82,64,42,58,67,62,65,66,72,68,62,60,10,10,41,42,14,18,29,70,69,60,25,25,66,15,10,6,6,10,77,268,29
Dolphins,Spencer,Paysinger,LOLB,42,70,78,82,67,81,71,60,58,33,20,25,24,45,45,84,74,10,90,85,70,35,32,22,18,30,45,45,45,45,45,45,62,66,71,83,71,65,74,20,20,15,67,55,25,6,6,6,6,6,74,250,28
Saints,Andrus,Peat,RG,75,70,66,78,86,64,69,30,40,25,25,24,22,82,73,34,80,10,90,76,67,25,15,10,25,10,10,69,87,75,89,86,10,10,15,23,10,12,15,12,10,10,20,10,12,6,6,6,6,6,79,316,22
Ravens,Breshad,Perriman,WR,18,70,95,92,70,89,54,77,69,36,32,24,21,55,33,29,87,60,76,85,74,65,82,78,64,83,89,53,55,54,33,32,15,20,40,35,15,15,20,87,70,67,15,20,81,20,20,15,10,10,74,218,22
Falcons,Mike,Person,C,68,70,67,79,79,58,77,32,40,11,15,18,18,74,78,30,45,10,90,74,70,10,25,10,10,10,10,74,74,82,74,81,10,10,28,35,26,12,19,15,15,15,25,10,15,6,6,6,6,6,76,299,28
Jets,Bernard,Pierce,HB,30,70,88,92,76,80,72,55,86,18,18,10,11,50,40,35,88,15,82,86,81,79,54,74,76,85,75,41,42,42,44,43,10,10,22,37,17,15,31,49,52,45,20,20,50,35,30,20,15,15,72,230,25
Seahawks,Kevin,Pierre-Louis,ROLB,58,70,87,89,80,87,60,62,60,25,25,20,20,45,45,82,90,10,85,93,65,54,44,52,35,50,62,45,45,45,45,45,72,66,66,78,60,61,73,45,40,15,67,40,25,6,6,6,6,6,72,236,24
Texans,Eddie,Pleasant,SS,35,70,85,87,73,78,61,59,65,25,25,25,21,45,45,73,84,25,94,88,86,55,47,56,52,65,66,45,45,45,45,45,52,64,67,59,61,74,78,44,33,33,80,64,12,6,6,6,6,6,70,210,27
Browns,Jordan,Poyer,FS,33,70,86,92,64,85,63,72,65,30,30,25,25,45,45,52,79,65,92,93,74,25,45,60,15,65,66,45,45,45,45,45,40,44,44,74,63,75,78,65,45,35,50,69,15,6,6,6,6,6,72,191,25
Cardinals,Shaun,Prater,CB,39,70,86,89,53,89,66,52,64,36,36,25,25,45,45,55,89,45,88,93,72,36,55,62,30,60,66,45,45,45,45,45,35,37,42,75,66,72,81,45,40,30,41,74,30,6,6,6,6,6,70,190,26
Eagles,Ed,Reynolds II,FS,30,70,86,89,61,83,57,74,64,20,17,17,21,45,45,66,89,40,85,89,79,54,73,78,52,66,75,45,45,45,45,45,54,52,48,79,57,66,79,65,66,15,79,64,15,15,10,10,15,15,73,207,24
Rams,Marcus,Roberson,CB,47,70,85,90,39,89,68,71,62,36,36,25,25,45,45,44,89,69,82,88,76,29,84,79,35,74,76,45,45,45,45,45,31,33,42,77,68,73,81,64,55,35,60,68,40,6,6,6,6,6,72,191,23
Chiefs,KeiVarae,Russell,CB,26,70,90,90,70,93,60,63,62,27,26,18,17,22,20,69,90,56,86,90,83,28,62,57,33,61,70,22,43,44,43,44,26,28,58,76,60,75,79,52,46,26,50,69,27,6,6,6,6,6,71,192,22
Packers,Jake,Ryan,MLB,47,70,84,88,75,73,71,60,60,25,24,28,29,45,45,84,84,10,78,85,79,55,31,35,38,20,35,45,45,45,45,45,70,53,72,82,71,52,69,15,15,10,82,48,20,6,6,6,6,6,74,240,24
Broncos,Ty,Sambrailo,LT,74,70,60,76,77,59,69,35,44,25,25,40,34,75,78,39,78,10,90,72,87,15,10,10,10,10,10,82,74,81,78,84,15,10,15,22,15,12,15,12,10,10,35,10,12,6,6,6,6,6,77,315,24
Falcons,Matt,Schaub,QB,8,70,63,69,64,53,84,28,60,82,82,22,14,21,19,23,44,10,80,93,85,20,20,40,20,37,48,21,21,21,19,19,10,10,23,25,32,11,31,15,15,15,12,10,15,85,78,74,74,73,78,245,35
Panthers,Chris,Scott,RG,79,70,52,71,92,52,72,32,30,12,10,11,15,75,76,40,44,10,74,69,75,20,35,10,10,10,10,75,88,63,86,54,30,30,41,35,15,27,31,15,22,15,20,10,15,6,6,6,6,6,76,340,29
Bengals,Josh,Shaw,CB,26,70,90,91,75,83,59,62,65,35,35,25,25,45,45,69,88,60,78,89,75,39,70,69,45,70,71,45,45,45,45,45,35,42,66,70,59,75,81,55,45,35,50,78,30,6,6,6,6,6,73,201,24
Broncos,Justin,Simmons,FS,31,70,88,91,69,90,57,73,62,26,25,20,19,28,23,79,87,48,88,89,79,53,62,58,44,60,67,37,44,43,44,43,27,30,46,66,57,60,72,50,47,22,72,58,22,15,10,10,15,15,74,202,22
Eagles,Wendell,Smallwood,HB,28,70,90,90,73,89,61,54,82,23,18,21,20,32,65,36,87,52,90,91,86,80,65,81,78,61,65,31,44,43,49,47,11,12,26,32,20,14,19,41,52,49,34,16,58,29,24,20,17,21,70,208,22
Jets,Devin,Smith,WR,19,70,91,90,62,89,65,77,72,35,25,19,19,50,25,57,90,76,92,85,87,51,72,79,64,78,81,52,51,49,25,25,10,10,60,70,35,20,25,88,70,67,15,15,78,30,25,20,15,10,73,199,24
Packers,Jason,Spriggs,LT,78,70,74,81,83,72,60,26,32,22,22,20,17,76,80,31,78,9,92,87,95,24,17,13,19,13,15,75,82,81,84,84,35,28,27,29,18,11,13,20,22,19,36,9,22,6,6,6,6,6,78,301,22
Jets,Zach,Sudfeld,TE,44,70,78,85,63,82,64,75,74,32,30,21,21,72,55,44,89,10,80,85,69,65,45,70,69,66,72,60,64,60,60,55,20,20,40,40,15,12,14,79,72,60,15,10,74,15,10,6,6,10,79,260,27
Browns,Jamar,Taylor,CB,27,70,91,94,62,89,68,55,55,35,30,22,25,45,45,61,87,50,85,95,90,25,75,65,44,70,75,45,45,45,45,45,43,67,34,72,68,68,71,45,44,35,74,69,30,6,6,6,6,6,70,195,25
Packers,Joe,Thomas,MLB,48,70,82,89,74,74,72,56,65,25,25,20,20,45,45,77,87,10,90,84,82,45,40,45,40,40,45,45,45,45,45,45,62,54,73,81,72,65,73,15,15,15,85,47,12,6,6,6,6,6,73,227,25
Saints,Michael,Thomas,WR,13,70,88,91,71,91,66,83,70,24,29,23,22,52,40,27,88,25,90,88,76,32,73,81,78,74,83,24,24,15,24,22,11,11,22,19,16,16,18,83,80,64,15,16,67,15,10,6,6,10,75,212,22
Patriots,Joe,Thuney,LG,62,70,74,84,82,60,58,26,33,25,24,11,11,80,79,29,72,10,92,84,92,31,15,18,19,10,14,77,85,78,79,72,10,10,33,35,10,12,12,15,15,15,48,10,15,6,6,6,6,6,76,295,23
Colts,Jordan,Todman,HB,28,70,89,90,60,91,60,63,77,30,40,11,21,35,48,25,82,79,85,87,70,61,81,81,50,80,90,40,40,42,28,44,10,10,25,39,12,13,12,66,64,38,20,20,49,35,30,20,15,15,69,203,26
Browns,Justin,Tuggle,MLB,52,70,75,82,66,79,72,55,55,16,10,12,11,45,45,81,73,10,92,86,79,45,30,44,49,45,44,45,45,45,45,45,68,62,71,86,72,62,74,35,15,15,82,51,25,6,6,6,6,6,75,247,26
Ravens,John,Urschel,LG,64,70,61,80,87,55,75,48,45,25,24,11,11,76,73,38,78,10,95,79,87,29,11,15,10,10,10,74,76,84,73,78,10,10,33,35,10,12,12,15,15,15,25,10,15,6,6,6,6,6,75,305,25
Seahawks,Nick,Vannett,TE,81,70,76,83,73,81,50,79,76,29,21,21,19,73,63,30,80,18,86,84,78,68,60,74,65,58,62,73,62,61,57,57,17,17,46,43,22,14,21,70,78,61,35,17,65,15,10,6,6,10,77,257,23
Patriots,Joe,Vellano,DT,70,70,57,77,85,52,72,42,48,30,30,30,30,45,45,78,67,10,93,83,84,40,19,20,50,15,15,45,45,45,45,45,79,50,82,83,72,20,30,15,10,10,65,30,12,6,6,6,6,6,74,300,27
Patriots,Brock,Vereen,FS,25,70,89,93,75,80,58,58,55,24,25,22,21,45,45,69,84,60,92,84,69,54,53,60,50,60,62,45,45,45,45,45,49,45,58,67,58,69,75,35,35,15,78,69,25,6,6,6,6,6,71,200,24
Steelers,Alejandro,Villanueva,LT,78,70,72,81,79,72,79,67,71,22,15,19,19,73,73,39,77,10,88,74,98,55,21,70,65,50,58,81,72,74,73,83,55,45,56,61,40,11,15,72,65,44,62,10,69,6,6,6,6,6,81,320,27
Patriots,LaAdrian,Waddle,RT,68,70,56,77,87,58,72,56,62,30,30,25,25,73,71,38,76,10,88,83,74,25,10,10,15,10,10,81,74,76,90,88,10,10,25,24,15,15,20,39,40,37,20,10,45,6,6,6,6,6,78,315,25
Jaguars,Bryan,Walters,WR,81,70,81,87,50,87,78,83,72,23,25,15,19,45,25,21,76,78,92,88,74,38,76,76,29,81,74,29,29,29,25,25,10,10,35,26,25,13,22,77,80,79,15,15,62,15,10,6,6,10,72,195,28
Bills,Adolphus,Washington,DT,92,70,71,83,75,77,62,38,32,23,21,17,17,28,29,83,72,9,88,78,81,32,26,32,28,26,30,35,46,45,44,45,78,73,80,77,62,18,26,16,14,13,82,13,15,6,6,6,6,6,75,301,23
Cardinals,Daryl,Washington,MLB,58,70,85,88,73,88,63,58,55,36,40,10,16,45,45,84,86,10,91,96,92,40,47,40,10,35,45,45,45,45,45,45,63,77,76,86,63,63,70,15,15,15,85,55,15,6,6,6,6,6,74,230,29
Dolphins,Griff,Whalen,WR,18,70,85,89,55,83,73,83,67,33,30,35,39,57,35,24,88,75,93,92,85,35,73,81,38,83,81,40,40,45,35,39,10,10,40,45,19,10,16,76,83,77,15,15,64,15,10,6,6,10,71,190,26
49ers,Michael,Wilhoite,MLB,57,70,79,84,72,81,75,59,62,25,25,20,20,45,45,84,87,10,90,86,80,50,33,54,48,35,29,45,45,45,45,45,68,56,70,78,75,55,68,35,35,15,77,48,12,6,6,6,6,6,72,240,29
Panthers,Daryl,Williams,RT,60,70,60,74,87,51,62,25,40,25,40,28,15,81,72,39,76,11,89,79,83,15,11,10,10,10,10,74,91,80,84,67,10,10,39,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,78,335,23
Saints,P.J.,Williams,CB,25,70,90,95,62,85,51,63,61,39,31,20,20,45,45,70,91,60,90,88,85,25,62,71,35,72,74,45,45,45,45,45,61,54,43,78,51,78,82,62,55,30,74,79,30,6,6,6,6,6,72,196,23
Jets,Brian,Winters,RG,67,70,63,78,84,54,74,25,35,20,12,12,12,73,77,39,77,10,89,88,87,22,11,10,10,10,10,73,85,79,81,73,10,10,33,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6,76,320,25
Dolphins,Sam,Young,RT,79,70,62,77,83,48,72,22,35,26,25,20,20,79,75,17,55,10,93,82,68,10,20,10,10,10,10,58,75,85,80,66,10,10,17,19,29,11,12,15,15,15,27,10,15,6,6,6,6,6,80,316,29
Buccaneers,Jude,Adjei-Barimah,CB,38,69,90,91,67,89,64,70,63,25,24,21,21,28,34,60,90,64,89,88,69,33,57,64,29,60,72,34,45,45,45,45,29,32,53,73,64,69,75,64,55,29,38,68,45,6,6,6,6,6,71,200,24
Rams,Maurice,Alexander,SS,31,69,90,90,68,86,53,52,60,21,23,19,22,45,45,74,88,35,89,91,74,49,59,39,29,52,62,45,45,45,45,45,67,57,62,79,53,62,74,49,44,20,89,68,25,6,6,6,6,6,73,220,25
Eagles,Kenjon,Barner,HB,34,69,91,88,61,92,53,62,68,30,30,25,21,39,40,29,91,85,90,95,85,46,92,84,45,89,92,40,40,39,38,42,20,20,25,17,18,15,20,75,63,64,21,20,49,10,10,10,10,10,69,195,27
Rams,Tim,Barnes,C,61,69,63,75,80,63,78,30,32,22,25,20,20,75,75,40,64,10,90,77,90,20,15,10,10,10,10,74,70,74,76,80,20,15,40,29,20,13,15,12,10,10,25,10,12,6,6,6,6,6,76,306,28
Vikings,Willie,Beavers,LG,64,69,63,79,81,74,60,24,30,11,6,15,12,81,77,37,56,10,89,88,92,21,21,16,10,10,13,74,73,75,74,81,10,10,25,30,28,12,13,15,15,15,38,10,15,6,6,6,6,6,76,324,22
Texans,Tony,Bergstrom,C,68,69,63,78,83,51,69,22,40,22,20,22,20,78,75,45,76,10,90,87,88,15,10,10,10,10,10,80,83,76,81,71,15,15,25,35,30,9,12,12,10,10,35,10,12,6,6,6,6,6,77,315,30
Panthers,Brenton,Bersin,WR,11,69,84,87,49,83,72,82,73,23,21,17,19,55,45,44,85,55,90,86,76,63,65,76,58,74,74,49,45,47,45,35,10,10,58,65,25,15,18,76,79,76,15,15,67,15,10,6,6,10,75,210,26
Bengals,Russell,Bodine,C,61,69,65,82,97,52,78,30,32,15,21,21,22,70,72,29,78,10,93,83,85,19,15,10,10,10,10,74,88,78,80,68,10,10,18,23,14,20,19,15,15,15,15,10,15,6,6,6,6,6,75,306,24
Jets,Brandon,Bostick,TE,82,69,83,83,72,84,62,74,69,32,22,22,17,65,55,32,87,10,92,85,70,70,60,65,60,70,75,65,58,62,55,54,10,10,43,39,15,11,20,72,68,64,20,10,76,15,10,6,6,10,75,250,27
Eagles,Trey,Burton,TE,47,69,85,87,57,88,57,76,72,66,54,25,24,65,50,40,81,55,95,90,87,57,83,78,60,80,82,60,59,60,45,52,10,10,34,44,26,21,26,80,72,67,12,10,64,54,52,39,35,49,75,235,24
Raiders,Shilique,Calhoun,ROLB,91,69,78,85,79,84,62,49,46,22,20,20,19,26,20,79,84,9,91,85,90,33,22,27,27,22,31,33,44,45,46,44,67,83,80,81,62,30,46,21,23,14,80,22,17,6,6,6,6,6,76,251,24
Bears,Bryce,Callahan,CB,37,69,94,93,62,87,63,66,59,36,22,24,21,45,45,39,96,65,88,87,81,27,72,65,33,73,78,45,45,45,45,45,32,33,38,67,63,79,69,49,45,30,41,44,40,6,6,6,6,6,70,185,24
Jaguars,A.J.,Cann,RG,60,69,56,66,89,55,72,35,39,11,11,14,12,74,77,35,80,10,93,76,85,25,10,10,10,10,10,72,92,83,87,73,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6,75,313,24
Saints,Tony,Carter,CB,29,69,87,89,45,87,65,61,55,25,25,10,15,45,45,49,86,40,88,85,62,32,66,49,30,72,75,45,45,45,45,45,20,25,47,63,65,77,76,25,25,25,41,60,12,6,6,6,6,6,69,175,30
Colts,Le'Raven,Clark,LT,62,69,67,79,81,68,57,27,32,22,21,18,19,78,79,28,78,9,90,87,88,20,14,12,15,12,11,77,80,76,81,78,26,20,28,29,19,11,14,15,15,14,24,10,16,6,6,6,6,6,77,316,23
Vikings,T.J.,Clemmings,RT,68,69,68,77,85,70,73,45,55,30,21,25,25,69,70,55,82,10,92,85,84,25,10,10,15,10,10,88,87,86,84,76,65,35,62,65,29,15,20,25,21,25,60,10,45,6,6,6,6,6,77,309,24
Saints,Brandon,Coleman,WR,16,69,87,88,74,82,66,82,69,40,33,14,22,55,44,32,84,25,88,86,68,71,65,72,68,71,74,58,54,53,50,40,10,10,30,40,17,11,22,82,81,70,15,15,69,15,10,6,6,10,78,225,24
Cowboys,Maliek,Collins,DT,96,69,71,81,79,79,61,27,31,23,21,17,17,33,26,82,77,9,90,79,87,29,17,22,25,17,16,31,46,45,44,45,64,82,81,79,61,18,26,16,14,13,81,13,15,6,6,6,6,6,74,311,21
Seahawks,Alex,Collins,HB,36,69,88,88,70,91,63,52,75,28,26,21,20,30,49,37,87,32,91,87,88,65,69,83,67,83,86,28,44,43,49,47,11,12,26,38,20,14,19,41,49,53,27,16,40,10,10,10,10,10,71,217,22
Browns,Austin,Davis,QB,7,69,80,86,57,81,66,35,72,85,74,15,18,18,12,22,80,10,92,90,72,33,49,77,68,65,66,18,18,18,12,12,10,10,19,12,25,13,19,15,15,15,12,10,15,81,79,76,66,75,74,221,27
Jets,Kellen,Davis,TE,47,69,81,88,77,70,66,69,71,35,35,30,30,65,59,48,81,10,90,80,84,66,35,69,65,50,64,69,72,64,54,57,25,25,40,30,20,15,20,65,75,61,12,18,75,15,10,6,6,10,79,265,30
Browns,Pierre,Desir,CB,26,69,87,92,50,90,64,76,64,35,35,20,20,45,45,54,92,56,93,87,69,33,66,74,35,65,66,45,45,45,45,45,32,42,46,63,64,71,76,75,65,25,47,80,30,6,6,6,6,6,74,206,25
Ravens,Matt,Elam,SS,26,69,86,89,62,88,63,68,62,35,33,20,19,45,45,67,87,45,89,93,88,55,65,71,49,65,66,45,45,45,45,45,48,64,68,67,63,73,65,65,45,20,85,78,25,15,10,10,15,15,70,200,24
49ers,Bruce,Ellington,WR,10,69,90,87,56,94,63,84,68,35,35,30,30,42,40,25,90,89,91,94,86,46,88,84,45,84,87,44,44,42,42,40,10,10,33,35,20,13,25,71,83,69,12,18,59,25,20,15,10,15,69,197,25
Chargers,Kyle,Emanuel,ROLB,51,69,80,84,82,74,66,52,55,25,35,32,29,45,45,70,84,10,92,81,78,54,30,45,44,35,33,45,45,45,45,42,75,75,72,80,66,50,55,15,15,10,77,41,20,6,6,6,6,6,75,250,25
Patriots,Cameron,Fleming,LT,71,69,62,73,85,53,70,50,45,32,25,25,22,79,74,40,67,10,93,82,69,35,22,25,35,26,32,71,88,82,83,70,50,40,45,35,30,10,12,20,15,10,42,10,12,6,6,6,6,6,78,320,23
Chiefs,Reid,Fragel,RT,69,69,66,79,90,63,59,60,65,30,30,25,25,80,70,35,78,10,90,84,86,39,29,44,37,24,41,76,85,83,82,74,10,10,15,27,25,15,12,55,64,48,25,10,47,6,6,6,6,6,80,308,25
Texans,Dalton,Freeman,C,64,69,72,76,89,55,67,29,40,19,15,19,16,78,72,29,80,10,96,83,82,17,11,10,10,10,10,83,82,75,77,68,10,10,26,25,21,10,11,15,15,15,20,10,15,6,6,6,6,6,77,291,26
Patriots,Jonathan,Freeny,MLB,55,69,78,88,65,75,73,42,55,24,20,16,15,45,45,78,85,10,87,79,75,25,35,10,25,30,25,45,45,45,45,45,76,65,71,83,73,60,68,25,22,10,76,45,15,6,6,6,6,6,74,255,27
Jets,Breno,Giacomini,RT,68,69,60,75,84,58,74,40,40,30,30,25,25,73,71,30,50,10,93,82,85,20,12,10,30,10,10,76,85,79,78,67,10,10,20,20,15,12,15,15,15,15,20,10,15,6,6,6,6,6,79,318,30
Lions,Graham,Glasgow,C,60,69,68,81,84,56,64,20,27,24,21,20,20,78,78,29,70,9,89,87,89,28,14,18,15,11,17,78,80,78,77,76,12,13,26,31,19,12,14,14,14,13,31,8,15,6,6,6,6,6,78,307,24
Seahawks,Mark,Glowinski,LG,63,69,67,83,91,66,62,15,40,12,14,18,16,74,76,35,80,10,92,85,86,25,10,10,10,10,10,75,86,74,83,72,10,10,15,21,13,13,15,15,15,15,20,10,15,6,6,6,6,6,76,310,24
Cardinals,Markus,Golden,LOLB,44,69,80,85,69,72,61,55,55,35,32,30,30,45,45,74,78,10,90,84,80,51,31,59,52,45,48,45,45,45,45,45,83,66,80,81,61,54,69,15,10,10,84,49,12,6,6,6,6,6,74,260,25
Colts,Denzelle,Good,RT,71,69,62,72,87,52,57,35,40,25,40,28,15,82,76,40,72,11,84,69,75,25,10,10,10,20,21,64,86,72,76,64,10,10,25,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,77,355,25
Steelers,Bruce,Gradkowski,QB,5,69,76,80,49,70,77,35,60,78,82,12,12,11,14,21,64,6,87,90,74,25,56,57,15,55,64,11,11,11,14,14,10,10,21,19,31,13,12,15,15,15,12,10,15,88,78,69,72,78,73,217,33
Redskins,Ryan,Grant,WR,14,69,87,89,51,92,76,80,59,35,34,20,22,43,35,32,86,39,87,91,69,31,72,84,49,73,75,36,32,34,35,34,10,10,44,35,26,15,26,83,75,77,12,10,60,15,10,6,6,10,72,201,25
Dolphins,MarQueis,Gray,TE,48,69,80,88,61,84,65,74,74,85,67,25,15,70,59,47,77,55,91,82,74,61,76,84,60,74,83,60,60,59,55,50,10,10,40,55,35,18,30,72,75,49,27,20,72,56,52,50,35,50,76,242,26
Colts,Winston,Guy Jr.,FS,27,69,83,88,66,83,61,52,65,30,30,25,25,45,45,68,79,30,88,90,85,55,45,44,43,35,55,45,45,45,45,45,45,58,72,80,61,60,72,39,40,15,83,64,15,6,6,6,6,6,73,218,26
Colts,Joe,Haeg,RT,73,69,67,81,83,73,58,26,29,24,22,22,21,78,75,32,75,10,92,86,93,27,15,16,19,11,22,74,84,76,74,67,25,15,32,29,20,13,15,15,25,15,20,17,20,6,6,6,6,6,78,304,23
Chargers,Chris,Hairston,LT,75,69,56,75,87,64,79,30,35,20,20,20,20,73,71,30,44,10,92,73,88,10,12,10,10,10,10,83,85,79,79,74,10,10,10,24,15,12,15,12,10,10,12,10,12,6,6,6,6,6,78,330,27
Falcons,Justin,Hardy,WR,16,69,87,90,63,92,59,84,67,35,35,30,30,62,35,25,86,72,92,90,83,58,81,78,42,85,86,49,49,52,38,35,10,10,35,35,20,10,25,79,85,77,12,15,55,15,10,6,6,10,70,192,24
Jaguars,Chad,Henne,QB,7,69,64,72,64,61,75,30,69,88,74,25,25,20,15,30,55,10,90,92,84,21,20,30,30,25,40,30,40,30,30,20,10,10,25,30,15,15,20,12,10,10,12,10,12,80,75,74,73,75,75,220,31
Packers,Mitchell,Henry,TE,85,69,83,85,68,78,56,74,71,44,49,13,13,73,71,54,85,10,90,84,75,63,46,69,63,62,67,62,60,59,61,57,10,10,45,44,40,25,24,67,63,69,58,15,70,6,6,6,6,6,76,252,23
Bengals,Zach,Hocker,K,4,69,74,70,35,65,47,29,40,29,22,90,79,21,19,21,64,10,95,85,60,10,20,15,10,15,20,21,21,21,19,19,10,10,15,22,30,10,30,15,15,15,12,10,15,35,30,25,20,20,72,191,25
49ers,Gerald,Hodges Jr.,MLB,51,69,78,84,70,85,64,61,65,25,22,20,20,45,45,87,78,10,88,92,85,45,39,46,40,30,35,45,45,45,45,45,63,72,72,83,64,67,74,35,34,15,83,65,15,6,6,6,6,6,74,236,25
Jets,Ben,Ijalana,LT,71,69,62,79,86,67,54,35,40,10,10,13,6,75,80,45,67,10,85,80,89,10,17,10,10,10,10,77,83,75,89,85,10,10,40,39,25,18,12,12,10,10,24,10,12,6,6,6,6,6,76,322,27
Cardinals,Asa,Jackson,CB,46,69,87,90,57,93,65,64,72,36,36,15,11,45,45,49,85,79,85,90,65,31,74,70,32,73,87,45,45,45,45,45,25,30,46,57,65,79,72,65,40,44,40,51,45,6,6,6,6,6,70,182,26
Jets,Jordan,Jenkins,LOLB,48,69,76,85,84,81,63,44,48,23,24,21,18,30,22,81,83,10,86,83,70,31,29,33,36,29,34,29,44,44,44,44,65,77,81,76,63,55,64,27,24,15,83,42,22,6,6,6,6,6,75,259,22
Ravens,Ryan,Jensen,C,66,69,61,75,90,64,61,35,45,10,10,13,10,82,74,48,65,11,92,82,85,32,15,15,10,10,10,79,86,79,78,72,20,20,36,39,15,12,12,15,15,15,31,10,15,6,6,6,6,6,76,310,25
Buccaneers,Storm,Johnson,HB,36,69,85,87,70,81,62,61,81,32,25,20,22,45,65,45,80,55,93,87,77,83,53,83,84,83,72,50,54,47,64,63,10,10,42,44,21,15,13,52,65,61,12,10,64,35,30,20,15,15,72,216,24
Panthers,Colin,Jones,FS,42,69,90,94,64,84,57,57,55,25,25,20,20,45,45,68,91,43,88,85,65,35,64,52,25,65,75,45,45,45,45,45,49,55,53,64,57,75,72,45,49,10,70,59,15,6,6,6,6,6,72,205,28
Ravens,Bronson,Kaufusi,RE,92,69,77,85,81,72,59,51,44,22,21,21,19,26,22,77,79,9,90,83,91,29,22,25,29,25,24,27,44,45,45,44,67,79,78,82,59,28,41,19,17,13,78,22,17,6,6,6,6,6,78,285,25
Ravens,Alex,Lewis,RT,72,69,65,78,85,70,58,26,29,28,20,25,25,76,78,30,74,10,89,86,88,24,12,15,27,10,10,77,87,81,90,85,10,10,20,28,15,12,15,15,15,15,33,10,15,6,6,6,6,6,78,315,24
Rams,Terrence,Magee,HB,37,69,87,86,74,74,47,57,84,25,14,25,14,46,68,41,87,33,88,80,83,74,83,79,71,72,84,52,55,50,59,62,5,5,24,29,19,10,15,58,60,61,35,15,60,30,25,15,10,10,68,214,23
Chargers,Craig,Mager,CB,29,69,90,92,69,90,55,70,61,25,21,15,14,45,45,65,88,70,92,88,83,39,67,72,35,66,72,45,45,45,45,45,44,35,54,76,55,76,78,49,50,20,62,80,25,6,6,6,6,6,71,200,24
Bears,Marc,Mariani,WR,80,69,86,87,55,91,79,81,78,33,22,17,26,40,32,32,82,91,87,93,82,52,85,87,35,75,85,39,34,34,32,32,10,10,35,32,25,11,20,74,69,69,15,15,58,15,10,6,6,10,73,187,29
Redskins,Keith,Marshall,HB,39,69,94,93,80,90,50,60,83,24,20,21,20,24,38,29,81,70,84,86,81,45,78,78,64,75,89,25,44,43,49,47,11,12,22,34,20,14,19,52,53,57,21,16,32,20,17,15,15,15,71,222,22
Steelers,Ricardo,Mathews,DT,90,69,70,81,83,67,70,44,30,30,30,20,20,45,45,78,69,10,88,77,72,30,32,35,35,25,35,45,45,45,45,45,76,59,72,75,70,25,44,15,10,10,77,25,12,6,6,6,6,6,75,300,29
Bears,Sherrick,McManis,CB,27,69,86,88,55,85,75,55,65,21,20,22,19,45,45,59,94,74,76,94,75,25,65,62,26,55,75,45,45,45,45,45,45,35,48,68,75,64,75,40,55,10,67,63,30,6,6,6,6,6,73,193,28
Browns,Jamie,Meder,DT,98,69,64,73,85,74,69,35,40,28,19,17,16,43,45,67,60,10,91,87,92,44,12,14,19,10,10,61,49,49,45,45,84,57,75,77,69,25,43,15,15,15,74,12,15,6,6,6,6,6,75,308,25
Dolphins,Rashaan,Melvin,CB,5,69,90,90,50,89,65,59,49,17,21,18,22,45,45,56,90,54,87,90,69,10,50,45,20,65,71,45,45,45,45,45,25,35,51,67,65,70,78,50,45,20,62,60,15,6,6,6,6,6,74,193,26
Bills,John,Miller,RG,76,69,65,79,86,51,72,32,39,15,14,11,15,75,73,42,78,10,85,78,86,25,15,10,10,10,10,75,87,80,75,65,30,30,42,33,15,12,14,15,15,15,24,10,15,6,6,6,6,6,74,303,23
